REF,Company,Company_Location,Year_Reviewed,Bean_Origin,Cocoa_Percent,Characteristics,Rating,S_Bean_Origin,Number_Ingredients,Ingredient_B,Ingredient_C,Ingredient_L,Ingredient_S,Ingredient_S*,Ingredient_Sa,Ingredient_V
24,Michel Cluizel,France,2006,Blend,85.0,bitter coffee flavor,2.0,Carre Grand Noir,4,1,1,0,1,0,0,1
81,Michel Cluizel,France,2006,Blend,99.0,"smooth, bold, bitter",2.0,Noir Infini,4,1,1,0,1,0,0,1
24,Michel Cluizel,France,2006,Sao Tome,70.0,"creamy, licorice, herbs",3.0,Tamarina,4,1,1,0,1,0,0,1
24,Michel Cluizel,France,2006,Dominican Republic,67.0,"creamy, raisins, licorice",3.75,Los Ancones P.,4,1,1,0,1,0,0,1
24,Michel Cluizel,France,2006,Madagascar,65.0,"grapefruit, spices",3.75,Mangaro P.,4,1,1,0,1,0,0,1
24,Michel Cluizel,France,2006,Papua New Guinea,64.0,tropical fruit and mild smoke,3.75,Maralumi P.,4,1,1,0,1,0,0,1
117,Michel Cluizel,France,2007,Venezuela,66.0,"cocoa, orange",3.5,"Carenero Superior, Concepcion",4,1,1,0,1,0,0,1
135,Michel Cluizel,France,2007,Sao Tome,67.0,"creamy, smoke, raspberry",3.5,Vila Gracinda,4,1,1,0,1,0,0,1
963,Michel Cluizel,France,2012,Mexico,66.0,"raisins, melon",3.75,"Chiapas, Mokaya P.",4,1,1,0,1,0,0,1
2020,Michel Cluizel,France,2017,Colombia,69.0,"sandy, earthy, fatty",3.25,El Jardin,4,1,1,0,1,0,0,1
2270,Michel Cluizel,France,2019,Brazil,70.0,"sandy, grits, nutty, vanilla",3.0,Riachuelo Plantation,4,1,1,0,1,0,0,1
2438,Michel Cluizel,France,2019,Guatemala,70.0,"dairy, cocoa, fatty, apple",3.5,La Laguna Plantation,4,1,1,0,1,0,0,1
887,Middlebury,U.S.A.,2012,Blend,65.0,"chemical, salt, wtf",1.5,Houseblend,4,1,1,0,0,1,1,0
887,Middlebury,U.S.A.,2012,Bolivia,75.0,"sticky, cardboard,why bother",2.0,Alto Beni,4,1,1,0,0,1,1,0
887,Middlebury,U.S.A.,2012,Indonesia,70.0,"leather, salt",2.5,"Balinese, Java",4,1,1,0,0,1,1,0
1117,Middlebury,U.S.A.,2013,Dominican Republic,75.0,"molassses, palm, spicy",2.5,La Red,3,1,0,0,0,1,1,0
1117,Middlebury,U.S.A.,2013,Belize,80.0,"strawberry, cream, spice",3.25,Belize,4,1,1,0,1,0,1,0
1538,Middlebury,U.S.A.,2015,Tanzania,75.0,"banana, melon, fatty",3.25,Kokoa Kamili,3,1,1,0,1,0,0,0
1490,Middlebury,U.S.A.,2015,Belize,80.0,"woody, lemon, mild bitter",3.5,Maya Mountain,3,1,1,0,1,0,0,0
1490,Middlebury,U.S.A.,2015,Trinidad,70.0,"black pepper, dairy",3.5,San Juan Estate,3,1,1,0,1,0,0,0
1538,Middlebury,U.S.A.,2015,Nicaragua,70.0,"rum, herbal, rich",3.5,"Matagalpa, Cacao Bisiesto",3,1,1,0,1,0,0,0
1490,Middlebury,U.S.A.,2015,Dominican Republic,75.0,"spicy, rich, mint",3.75,Oko Caribe,3,1,1,0,1,0,0,0
1490,Middlebury,U.S.A.,2015,Venezuela,75.0,"nutty, grassy, woody",3.75,"Patanemo, Epoch, Donaldo",3,1,1,0,1,0,0,0
2112,Mike & Becky,Belgium,2018,Dominican Republic,70.0,"fatty, simple",3.0,"Oko Caribe, hispaniola, 2017 harvest",3,1,1,0,1,0,0,0
2112,Mike & Becky,Belgium,2018,India,70.0,"candy spices, sweet",3.25,Idukki,3,1,1,0,1,0,0,0
2114,Mike & Becky,Belgium,2018,Peru,70.0,"complex, true to origin",3.25,"Maranon, 2017 harvest",3,1,1,0,1,0,0,0
2112,Mike & Becky,Belgium,2018,Belize,70.0,"grape, cocoa",3.5,"San Jose, Toledo, 2017 harvest",3,1,1,0,1,0,0,0
825,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,70.0,"wine, brownie batter",3.5,Ecuador,4,1,1,0,1,0,0,1
1073,Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,70.0,"unrefined, burnt nuts, vanilla",2.5,Ecuador,4,1,1,0,1,0,0,1
2346,Millesime,Belgium,2019,Ecuador,70.0,"sandy, nutmeg, astringent",3.0,"Los Rios, Arriba, 2017 Harvest",3,1,1,0,1,0,0,0
2346,Millesime,Belgium,2019,India,74.0,"dry, sandy, empty, sweet",3.0,"Kaithapara Village, Idukki, Kerala, 2017 H.",3,1,1,0,1,0,0,0
2346,Millesime,Belgium,2019,Brazil,76.0,"dry, sandy, dirt, empty",3.0,"Fazenda Leolinad, Bahia, 2017 H.",3,1,1,0,1,0,0,0
2566,Millesime,Belgium,2021,Panama,75.0,"sandy, green, grassy, harsh",2.75,Bocas del Toro,3,1,1,0,1,0,0,0
2570,Millesime,Belgium,2021,India,74.0,"unripe fruit, sour, watery",3.0,Kaithapara,3,1,1,0,1,0,0,0
2570,Millesime,Belgium,2021,Tanzania,90.0,"sandy, bitter, sour fruit",3.0,Kilombero Valley,3,1,1,0,1,0,0,0
2214,Milton,Japan,2018,Brazil,70.0,"intense, sour, hammy",3.0,Bahia,2,1,0,0,1,0,0,0
2214,Milton,Japan,2018,Vietnam,70.0,"cocounut, late sour",3.25,Ben Tre,2,1,0,0,1,0,0,0
2210,Milton,Japan,2018,Madagascar,70.0,"cocoa, mild pear, sticky",3.5,Ambanja,2,1,0,0,1,0,0,0
2214,Milton,Japan,2018,Peru,70.0,"grape, thick, chewy",3.75,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",2,1,0,0,1,0,0,0
607,Mindo,U.S.A.,2010,Ecuador,77.0,"dry, coffee notes from roaster",2.75,Ecuador,3,1,1,0,1,0,0,0
2382,Mindo,U.S.A.,2019,Ecuador,67.0,"sandy, harsh, floral",2.75,"Ecuador, lot# 181220",3,1,1,0,1,0,0,0
1920,Minimal,Japan,2016,Haiti,70.0,"gritty, sweet, earty",3.5,"Acul-du-Nord, 2015",2,1,0,0,1,0,0,0
1960,Mirzam,U.A.E.,2017,Papua New Guinea,72.0,"few grits, intense smoke",3.0,Papua New Guinea,2,1,0,0,1,0,0,0
1960,Mirzam,U.A.E.,2017,Madagascar,72.0,"tangy, roasty, ham",3.25,Madagascar,2,1,0,0,1,0,0,0
1960,Mirzam,U.A.E.,2017,India,65.0,"sweet, licoric",3.5,India,3,1,1,0,1,0,0,0
1960,Mirzam,U.A.E.,2017,Vietnam,65.0,"slight grainy, roasty, spicy",3.5,Vietnam,2,1,0,0,1,0,0,0
2370,Mirzam,U.A.E.,2019,Tanzania,72.0,"complex, fruit, nut, rich",3.75,Kokoa Kamili,3,1,1,0,1,0,0,0
2458,Misina,Czech Republic,2020,Vietnam,70.0,"sour fig, cocoa, creamy, fatty",3.5,Vietnam,3,1,1,0,1,0,0,0
1626,Mission,Brazil,2015,Brazil,70.0,"coarse, smokey, citrus",3.5,"Bahia, Fazenda Venturosa",2,1,0,0,1,0,0,0
1880,Mission,Brazil,2016,Brazil,75.0,"sticky, blackberry, acidic",3.75,"Fazenda Camboa, Bahia",2,1,0,0,1,0,0,0
2354,Mission,Brazil,2019,Puerto Rico,70.0,"powdery, intense, floral",3.0,"Puerto Rico, 2018 harvest",3,1,1,0,1,0,0,0
607,Moho,U.S.A.,2010,Belize,67.0,"rough, sweet, dairy, vanilla",2.75,"Umoho R., Toledo District, San Felipe",3,1,1,0,1,0,0,0
1030,Moho,U.S.A.,2013,Belize,72.0,"strawberry, blueberry",3.0,Toledo District,3,1,1,0,1,0,0,0
1026,Moho,U.S.A.,2013,Belize,73.0,basic cocoa,3.25,"Toledo District, w/ nibs",3,1,1,0,1,0,0,0
2198,Moka Origins,U.S.A.,2018,Brazil,72.0,"dirty, rubbery, spicy",2.5,Brazil,3,1,1,0,1,0,0,0
2170,Moka Origins,U.S.A.,2018,Cameroon,68.0,earthy,3.0,"Kombone Village, 2018 Harvest",2,1,0,0,1,0,0,0
2350,Moka Origins,U.S.A.,2019,Sierra Leone,72.0,"roasty, honey, sweet",3.0,Gola Rainforest,3,1,1,0,1,0,0,0
2338,Moka Origins,U.S.A.,2019,Dominican Republic,70.0,"dark berry, earthy",3.5,Zorzal Estate,2,1,0,0,1,0,0,0
2450,Moka Origins,U.S.A.,2019,Tanzania,72.0,"cocoa, fig, classic",3.75,Kokoa Kamili,2,1,0,0,1,0,0,0
2648,Moku,U.S.A.,2021,Madagascar,70.0,"creamy, off note, rubbery, petro",2.75,Bejofo,3,1,1,0,1,0,0,0
2652,Moku,U.S.A.,2021,Dominican Republic,70.0,"dark fruit, slight harsh molasses",3.25,Zorzal,3,1,1,0,1,0,0,0
1618,Molucca,U.S.A.,2015,Indonesia,70.0,"intense, smokey, floral",2.75,Indonesia,2,1,0,0,1,0,0,0
1614,Molucca,U.S.A.,2015,Dominican Republic,70.0,"overly intense, tart, red fruit",3.0,La Red,2,1,0,0,1,0,0,0
1618,Molucca,U.S.A.,2015,Peru,70.0,"dry, nutty, fruity",3.25,Peru,2,1,0,0,1,0,0,0
661,Momotombo,Nicaragua,2011,Nicaragua,70.0,"unrefined, hay, sweet",2.75,Matagalpa,2,1,0,0,1,0,0,0
661,Momotombo,Nicaragua,2011,Nicaragua,70.0,"unrefined, bright berry, sweet",2.75,Mombacho,2,1,0,0,1,0,0,0
2142,Momotombo,Nicaragua,2018,Nicaragua,70.0,"fatty, floral, spicy",3.25,Nueva Waslala,3,1,1,0,1,0,0,0
1812,Monarque,Canada,2016,Dominican Republic,72.0,"earthy, spicy, cocoa",3.5,Oko Caribe,2,1,0,0,1,0,0,0
2680,Monarque,Canada,2021,Philippines,76.0,"black tea, floral",3.5,"Kablon, lot 07 (made for Etat de Choc)",3,1,1,0,1,0,0,0
2222,Monsoon,U.S.A.,2018,Mexico,70.0,"chalky, powdery, molasses",3.25,Chiapas,3,1,1,0,1,0,0,0
2656,Monsoon,U.S.A.,2021,Peru,72.0,"licorice, cocoa",3.5,Ucayali,3,1,1,0,1,0,0,0
2542,Monsoon,U.S.A.,2021,Ecuador,75.0,"intense, floral, cocoa,long lasting",3.75,Esmeraldas,2,1,0,0,1,0,0,0
2490,MUCHO,Mexico,2020,Mexico,70.0,"light color, spicy, sweet, sour",3.0,"Finca La Rioja E., Cacahoatan, Chiapas",3,1,1,0,1,0,0,0
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,70.0,"grassy, spicy, sweet",3.5,Nicaragua,3,1,1,0,1,0,0,0
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,80.0,"sweet, rich",3.5,Nicaragua,3,1,1,0,1,0,0,0
2190,Musee du Chocolat Theobroma,Japan,2018,Venezuela,70.0,"Fruity, Roasty",3.5,Chuao,2,1,0,0,1,0,0,0
1896,Mutari,U.S.A.,2016,Dominican Republic,71.0,"gritty, sweet, earthy",2.75,Oko Caribe,2,1,0,0,1,0,0,0
1896,Mutari,U.S.A.,2016,Tanzania,68.0,"dry, earthy, atypical",2.75,Kokoa Kamili,2,1,0,0,1,0,0,0
1900,Mutari,U.S.A.,2016,Madagascar,68.0,"sweet, molasses, gritty",2.75,Ambanja,2,1,0,0,1,0,0,0
1900,Mutari,U.S.A.,2016,Vietnam,80.0,"gritty, tart, molasses",3.0,Tien Giang,2,1,0,0,1,0,0,0
1049,Nahua,Costa Rica,2013,Costa Rica,58.0,"too sweet, earthy, off notes",2.5,"Costa Rica, Oscuro",3,1,1,0,1,0,0,0
1049,Nahua,Costa Rica,2013,Costa Rica,70.0,"earthy, spicy, cocoa",3.0,"Costa Rica, Oscuro",3,1,1,0,1,0,0,0
867,Naive,Lithuania,2012,Grenada,71.0,"sandy, oranges",2.5,Grenada,4,1,1,0,1,0,0,1
1046,Naive,Lithuania,2013,Blend,70.0,"sandy, floral, spice, roasty",3.75,Trinidad & Tobago,4,1,1,1,1,0,0,0
1133,Naive,Lithuania,2013,Peru,78.0,"orange, floral, caramel",3.75,"Maranon Canyon, Fortunato No. 4",4,1,1,1,1,0,0,0
1399,Naive,Lithuania,2014,Venezuela,75.0,"coarse, sweet, minty",2.75,"Chuao, lot 0077",4,1,1,1,1,0,0,0
1399,Naive,Lithuania,2014,Venezuela,70.0,"coarse, sweet",3.0,"Barinas, lot 0077",4,1,1,1,1,0,0,0
1379,Naive,Lithuania,2014,Nicaragua,70.0,"sandy, intense, tropical fruit",3.25,Nicaragua,4,1,1,1,1,0,0,0
2458,Naive,Lithuania,2019,Nicaragua,67.0,"strong, rubbery, woody, sweet",2.75,"Rugoso, nanolot for Cacao Review",3,1,1,0,1,0,0,0
2418,Naive,Lithuania,2019,El Salvador,70.0,"bold, savory, creamy",3.25,"Finca Concepcion, nano-lot",3,1,1,0,1,0,0,0
1403,Nathan Miller,U.S.A.,2014,Peru,72.0,"metallic, medicinal, pungent",2.25,Peru,2,1,0,0,1,0,0,0
1403,Nathan Miller,U.S.A.,2014,Dominican Republic,70.0,"grassy, dirt, mild spice",2.5,Hispaniola,2,1,0,0,0,1,0,0
1403,Nathan Miller,U.S.A.,2014,Madagascar,73.5,"intense, pungent, sour fruit",2.5,Madagascar,2,1,0,0,1,0,0,0
1403,Nathan Miller,U.S.A.,2014,Ghana,70.0,"brownie, toffee",3.5,Ghana,3,1,1,0,1,0,0,0
2060,Nearynogs,Ireland,2018,Dominican Republic,70.0,"dry, sandy, sweet, acidic",3.25,Hispaniola,2,1,0,0,1,0,0,0
15,Neuhaus (Callebaut),Belgium,2006,Blend,73.0,"non descript, poor aftertaste",2.0,West Africa,5,1,1,1,1,0,0,1
15,Neuhaus (Callebaut),Belgium,2006,Sao Tome,75.0,"grassy, earthy, burnt",2.75,Sao Tome,5,1,1,1,1,0,0,1
24,Neuhaus (Callebaut),Belgium,2006,Venezuela,71.0,"pastey, complex, coffee,vanilla",3.0,Ocumare,5,1,1,1,1,0,0,1
135,Neuhaus (Callebaut),Belgium,2007,Blend,73.0,"pastey, strong off flavor",1.0,Dark,5,1,1,1,1,0,0,1
230,Neuhaus (Callebaut),Belgium,2008,Trinidad,67.0,"complex, intense banana",3.75,Manickchand Estate,5,1,1,1,1,0,0,1
531,Neuhaus (Callebaut),Belgium,2010,Papua New Guinea,70.0,"gritty, vanilla, non-descript",2.5,Papua New Guinea,5,1,1,1,1,0,0,1
1526,Nibble,U.S.A.,2015,Venezuela,72.0,"molasses, nut, roasty, bitter",2.25,Patanemo,2,1,0,0,1,0,0,0
1526,Nibble,U.S.A.,2015,Dominican Republic,72.0,"molasses, rum, tea",2.75,Elvesia P.,2,1,0,0,1,0,0,0
1526,Nibble,U.S.A.,2015,Madagascar,72.0,"molasses, bright fruit",3.0,"Ambanja, Sambirano Valley",2,1,0,0,1,0,0,0
1526,Nibble,U.S.A.,2015,Peru,72.0,"molasses, malt, raisin",3.0,Tumbes,2,1,0,0,1,0,0,0
2134,Nibble,U.S.A.,2018,Brazil,72.0,notes from sugar,3.0,Bahia,2,1,0,0,1,0,0,0
1022,Night Owl,U.S.A.,2013,Peru,75.0,"spicy, red fruit, raisins",2.75,Peru,3,1,1,0,1,0,0,0
1022,Night Owl,U.S.A.,2013,Ecuador,75.0,"single note, spicy",3.5,Ecuador,3,1,1,0,1,0,0,0
2398,Nikoa,Ecuador,2019,Ecuador,72.0,"floral, cocoa, creamy",3.75,"Los Rios, Dec. 2018 H., Batch 2",3,1,1,0,1,0,0,0
2142,Nina,Peru,2018,Peru,70.0,"pungent, grape, sour",3.0,Chazuta,3,1,1,0,1,0,0,0
2162,Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,72.0,"spicy, vanilla, sweet",2.75,Ben Tre,3,1,1,0,1,0,0,0
2158,Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,72.0,"sweet, melon notes",3.0,"Kokoa Kamili, Kilobmbero batch TK186",3,1,1,0,1,0,0,0
2174,Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,72.0,"basic cocoa, sour ending",3.0,Oko Caribe,3,1,1,0,1,0,0,0
2282,Ninth (9th) & Larkin,U.S.A.,2019,Fiji,74.0,"sour, rubbery, off",2.75,Matasawalevu,3,1,1,0,1,0,0,0
2394,Ninth (9th) & Larkin,U.S.A.,2019,Colombia,72.0,"strong base cocoa, rubber",3.25,Sierra Nevada,3,1,1,0,1,0,0,0
1295,Noble Bean aka Jerjobo,U.S.A.,2014,Ghana,75.0,"nutty, high roast, spice",3.0,Ghana,4,1,0,1,0,1,0,1
1299,Noble Bean aka Jerjobo,U.S.A.,2014,Belize,75.0,"coconut, mild metallic",3.0,Moho Valley,4,1,0,1,0,1,0,1
1299,Noble Bean aka Jerjobo,U.S.A.,2014,Peru,75.0,"roasty, mild orange",3.25,Maranon Canyon,4,1,0,1,0,1,0,1
935,Nova Monda,Nicaragua,2012,Nicaragua,75.0,"fatty, honey, earthy",2.75,"La Dalia, Matagalpa,cacao Bisesto,green label",2,1,0,0,1,0,0,0
931,Nova Monda,Nicaragua,2012,Nicaragua,70.0,"woody, coffee,roasted cherry",3.0,"La Patriota, cacao Indio, purple label",2,1,0,0,1,0,0,0
935,Nova Monda,Nicaragua,2012,Ecuador,80.0,"sandy, strawberries",3.25,"Punta Galera, cacao Nacional, gold label",2,1,0,0,1,0,0,0
1458,Nuance,U.S.A.,2015,Ecuador,70.0,"earthy, roasted nuts",2.75,"Ecuador, 2013",2,1,0,0,1,0,0,0
1458,Nuance,U.S.A.,2015,Venezuela,70.0,"intense, slightly burnt",3.0,"Canoabo, 2013",2,1,0,0,1,0,0,0
1458,Nuance,U.S.A.,2015,Madagascar,70.0,"fruity, sour, high astringent",3.5,"Sambirano Valley, 2012",2,1,0,0,1,0,0,0
1454,Nuance,U.S.A.,2015,Ghana,70.0,"rich, cherry, smoke, cocoa",3.75,"Ghana, 2013",2,1,0,0,1,0,0,0
1470,Nuance,U.S.A.,2015,Dominican Republic,70.0,"rich, mild smoke, red fruit",3.75,La Red,2,1,0,0,1,0,0,0
2486,Nuance,U.S.A.,2020,Nigeria,70.0,"cocoa, nut, dried fruit, rubbery",3.0,"Akwa Ibom, 2017 h.",3,1,1,0,1,0,0,0
2486,Nuance,U.S.A.,2020,Vietnam,70.0,"spicy, cocoa, hammy",3.25,"Lam Dong, 2016 h.",3,1,1,0,1,0,0,0
1876,Nugali,Brazil,2016,Brazil,70.0,"nutty, banana, cocoa",3.5,Fazenda Leolinda,3,1,1,0,1,0,0,0
478,Oakland Chocolate Co.,U.S.A.,2010,Jamaica,70.0,"grassy, vanilla, burnt",2.5,Jamaica,5,1,1,1,1,0,0,1
1638,Obolo,Chile,2015,Peru,70.0,"creamy, roasty, mild grape",3.75,"Pangoa, w/ nibs",2,1,0,0,1,0,0,0
2386,Obolo,Chile,2019,Peru,70.0,"intense grapes, sweet cocoa",3.75,"Pangoa, 2018",2,1,0,0,1,0,0,0
1558,Ocelot,Scotland,2015,Congo,70.0,"melon, earthy, tobacco",3.75,Virunga,3,1,1,0,1,0,0,0
1558,Ocelot,Scotland,2015,Peru,75.0,"peanut butter, raspberry",4.0,Piura,3,1,1,0,1,0,0,0
1411,Ocho,New Zealand,2014,Papua New Guinea,66.0,"smoke, sour fruit, hammy",2.75,"PNG, Devotion",2,1,0,0,1,0,0,0
1411,Ocho,New Zealand,2014,Papua New Guinea,70.0,"smoke, sour fruit, hammy",3.0,"PNG, Revolution, WAG1",2,1,0,0,1,0,0,0
1411,Ocho,New Zealand,2014,Papua New Guinea,88.0,"intense, bitter, sour, smokey",3.25,"PNG, Voodoo",2,1,0,0,1,0,0,0
1411,Ocho,New Zealand,2014,Papua New Guinea,74.0,"smokey, intense, coffee",3.5,"PNG, Nib Bar, WAG1",2,1,0,0,1,0,0,0
1760,Ocho,New Zealand,2016,Samoa,100.0,"bitter, intense, nutty",2.75,Sang Yum Coop,1,1,0,0,0,0,0,0
1760,Ocho,New Zealand,2016,Samoa,70.0,"cocoa, roasty, nutty",3.5,Sang Yum Coop,2,1,0,0,1,0,0,0
2490,Odyssey,U.S.A.,2020,Guatemala,70.0,"damp woody, leather, cocoa",3.0,Cahabon,2,1,0,0,1,0,0,0
2494,Odyssey,U.S.A.,2020,Tanzania,70.0,"sour banana, muted",3.0,Kokoa Kamili,2,1,0,0,1,0,0,0
2494,Odyssey,U.S.A.,2020,Uganda,70.0,"dominant hazelnut, fudge",3.25,Bundibugyo,2,1,0,0,1,0,0,0
2494,Odyssey,U.S.A.,2020,India,70.0,"intense tart, sourness",3.25,Idukki Hills,2,1,0,0,1,0,0,0
2498,Odyssey,U.S.A.,2020,Colombia,70.0,"walnut, tobacco, grassy",3.25,Arhuaca,2,1,0,0,1,0,0,0
2494,Odyssey,U.S.A.,2020,Bolivia,70.0,"silky smooth, cherry, cocoa",3.75,"Tranquilidad, Wild",2,1,0,0,1,0,0,0
2498,Odyssey,U.S.A.,2020,Vietnam,70.0,"complex,cranberry,malt, vanilla",3.75,Ben Tre,2,1,0,0,1,0,0,0
2582,Odyssey,U.S.A.,2021,Blend,100.0,"sharp fruit, intense, sl. Sour",3.0,"Elegant Asian Blend"", Vietnam, India",1,1,0,0,0,0,0,0
2704,Odyssey,U.S.A.,2021,Venezuela,80.0,"berries, burnt, rubbery, off",3.0,Chuao,2,1,0,0,1,0,0,0
2582,Odyssey,U.S.A.,2021,U.S.A.,70.0,"burnt fudge, nutty",3.25,Hawaii Kona,2,1,0,0,1,0,0,0
2696,Odyssey,U.S.A.,2021,Peru,70.0,"deep cocoa, cherry, slight ashy",3.25,Ucayali,2,1,0,0,1,0,0,0
2704,Odyssey,U.S.A.,2021,Venezuela,70.0,"strong start, fruity, acidic",3.5,Chuao,2,1,0,0,1,0,0,0
2566,Odyssey,U.S.A.,2021,Haiti,70.0,"blackberry, tang",3.75,Pisa,2,1,0,0,1,0,0,0
1594,Ohiyo,U.S.A.,2015,Trinidad,70.0,"off notes, sour, roasty",2.75,"San Juan Estate, Gran Couva",3,1,1,0,1,0,0,0
1598,Ohiyo,U.S.A.,2015,Tanzania,70.0,"sweet,sandy, fruit, pungent",3.0,Tanzania,3,1,1,0,1,0,0,0
761,Oialla by Bojessen (Malmo),Germany,2011,Bolivia,70.0,"rich cocoa, one dimensional",3.5,"Sylvestre, Oialla",2,1,0,0,1,0,0,0
2142,Oialla by Bojessen (Malmo),Germany,2018,Brazil,78.0,"creamy, cherry, acidic",3.75,Beniano,3,1,1,0,1,0,0,0
457,Olive and Sinclair,U.S.A.,2009,Blend,67.0,"sandy, cheese, sour",2.75,"Dark 67, Ghana, Domin. Rep",3,1,1,0,1,0,0,0
457,Olive and Sinclair,U.S.A.,2009,Blend,75.0,"fatty,cheese, musty",3.0,"Dark 75, Ghana, Domin. Rep",3,1,1,0,1,0,0,0
486,Olive and Sinclair,U.S.A.,2010,Dominican Republic,72.0,"earthy, cheesy",3.0,Dominican Republic prototype,3,1,1,0,1,0,0,0
486,Olive and Sinclair,U.S.A.,2010,Ghana,72.0,"gritty, simple cocoa, burnt",3.0,Ghana prototype,3,1,1,0,1,0,0,0
688,Olivia,Canada,2011,Blend,76.0,"intense, medicinal, leathery",2.0,Carribean-Raw,5,1,1,1,1,0,0,1
688,Olivia,Canada,2011,Blend,76.0,"rubber, cocoa, bitter",2.75,Carribean,5,1,1,1,1,0,0,1
688,Olivia,Canada,2011,Blend,85.0,"creamy, medicinal, mint, bitter",2.75,Carribean,5,1,1,1,1,0,0,1
688,Olivia,Canada,2011,Blend,85.0,"sticky, berry, bitter",3.0,Carribean-Raw,5,1,1,1,1,0,0,1
693,Omanhene,Ghana,2011,Ghana,80.0,"grits, strong vanilla, brownie",2.75,Ghana,4,1,1,1,1,0,0,0
1247,Omnom,Iceland,2014,Papua New Guinea,70.0,intensely smokey,3.0,Papua New Guinea,3,1,1,0,1,0,0,0
1247,Omnom,Iceland,2014,Madagascar,66.0,"red berry, mild molasses",3.5,Madagascar,3,1,1,0,1,0,0,0
1816,Omnom,Iceland,2016,Tanzania,70.0,"sweet, dried fruit, gateway",3.75,"Kakao Kamili, Kilombero Valley",3,1,1,0,1,0,0,0
2036,Omnom,Iceland,2018,Nicaragua,73.0,"intense spice, coarse",3.0,Nicaragua,3,1,1,0,1,0,0,0
2514,Or Dubh,U.S.A.,2020,Madagascar,70.0,"sweet, tart, raisin, sour ending",3.25,"Sambirano, Northern Ambanja, 2018 Harvest",2,1,0,0,1,0,0,0
2518,Or Dubh,U.S.A.,2020,Vietnam,70.0,"roast dominates,spicy,astringent",3.25,"Ben Tre, Mekond Delta, 2018 H.",2,1,0,0,1,0,0,0
2518,Or Dubh,U.S.A.,2020,Tanzania,70.0,"sweet edge, dried fruit, lemon",3.5,"Kokoa Kamili, Kilombero Valley, 2018 H.",2,1,0,0,1,0,0,0
2680,Orfeve,Switzerland,2021,Colombia,75.0,"burnt honey, rubbery",2.75,"Tumaco, 2019 Harvest, b. 3/8-2",3,1,1,0,1,0,0,0
2676,Orfeve,Switzerland,2021,Peru,70.0,"caramel, honey, roasty",3.25,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",3,1,1,0,1,0,0,0
2680,Orfeve,Switzerland,2021,Peru,75.0,"grape, punchy, deep cocoa",3.25,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",3,1,1,0,1,0,0,0
2676,Orfeve,Switzerland,2021,Madagascar,75.0,"tart, green apple, rich",3.5,"Bejofo Estate, 2019 Harvest, b. 4/6-2",3,1,1,0,1,0,0,0
1161,organicfair,Canada,2013,Belize,74.0,"sandy, ashey, mild fruit",2.75,Maya Mountain,3,1,1,0,1,0,0,0
1165,organicfair,Canada,2013,Dominican Republic,72.0,"sandy, roasty, fruity",2.75,La Red,3,1,1,0,1,0,0,0
1165,organicfair,Canada,2013,Nicaragua,72.0,"grits, roasty, woody",2.75,Nicaraqua,3,1,1,0,1,0,0,0
1165,organicfair,Canada,2013,Dominican Republic,72.0,"sandy, cinamon, high roast",3.0,Caribe,3,1,1,0,1,0,0,0
1165,organicfair,Canada,2013,Ecuador,72.0,"spicy, sweet, high roast",3.0,Mindo,3,1,1,0,1,0,0,0
2076,organicfair,South Africa,2018,Panama,71.0,"fatty, bland, some spice",3.0,Panama,3,1,1,0,1,0,0,0
331,Original Beans (Felchlin),Switzerland,2009,Congo,70.0,vegetable and honey,3.0,"D.R. Congo, Cru Virunga",3,1,1,0,1,0,0,0
341,Original Beans (Felchlin),Switzerland,2009,Peru,75.0,"creamy, sour banana, lemon",3.0,"Piura, Apotequil, ""Porcelana"" 72hr c.",3,1,1,0,1,0,0,0
341,Original Beans (Felchlin),Switzerland,2009,Bolivia,68.0,"rich cocoa, bread notes",3.25,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",3,1,1,0,1,0,0,0
733,Original Beans (Felchlin),Switzerland,2011,Bolivia,66.0,"creamy, melon, subtle",3.75,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",3,1,1,0,1,0,0,0
1438,Original Beans (Felchlin),Switzerland,2014,Papua New Guinea,68.0,"fatty, dates, musty",2.75,Papua Kerafat,3,1,1,0,1,0,0,0
1442,Original Beans (Felchlin),Switzerland,2014,Blend,80.0,"creamy, mild bitter, coffee",3.25,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2,1,0,0,1,0,0,0
24,Original Hawaiin Chocolate Factory,U.S.A.,2006,U.S.A.,60.0,"muddy, pastey, sweet, vanilla",3.0,"Hawai'i Island, Kona Estate, Hualalai Mtn",5,1,1,1,1,0,0,1
316,Original Hawaiin Chocolate Factory,U.S.A.,2009,U.S.A.,60.0,"sticky, tobacco",3.0,"Hawai'i Island, Kona Grand Cru E.",5,1,1,1,1,0,0,1
